id,project_is_approved
p164787,0.4523944
p068805,0.7291302
p099314,0.88164955
p247448,0.64430183
p010132,0.9268321
p149889,0.9617552
p244732,0.9659325
p132573,0.94226664
p022004,0.82894236
p232062,0.69609886
p227193,0.987889
p001484,0.91726553
p212354,0.2804515
p218435,0.847054
p070650,0.82372755
p088920,0.7250106
p121609,0.93134326
p050858,0.9761776
p132912,0.86288756
p150879,0.7313734
p243365,0.8830443
p114677,0.67254186
p228243,0.93113506
p042290,0.9203104
p104397,0.9574515
p042280,0.8601896
p137702,0.7779758
p084377,0.96546817
p041654,0.9183222
p119772,0.7617517
p098282,0.7690528
p087508,0.8752597
p107066,0.7133462
p241315,0.76152474
p034181,0.9131065
p079792,0.9374746
p206611,0.9457062
p233647,0.9589567
p072113,0.82417953
p085444,0.9446641
p028452,0.9571086
p104178,0.8672942
p097168,0.6762827
p211339,0.95833266
p109077,0.7793656
p074743,0.68731093
p207729,0.8766984
p204533,0.82939476
p207665,0.6367186
p217044,0.9364361
p185822,0.85886717
p223903,0.9769295
p253408,0.9546766
p021838,0.8723601
p073176,0.82550186
p097703,0.98156655
p177982,0.95413643
p209800,0.9553093
p197472,0.66990906
p176198,0.94803727
p010602,0.97472024
p045059,0.8992683
p004465,0.8044874
p201661,0.71663684
p247377,0.7592901
p011839,0.9395854
p181589,0.964139
p222352,0.77215195
p033095,0.9497885
p152161,0.9732126
p146348,0.5425303
p081351,0.91903454
p104086,0.94897825
p129944,0.98850656
p139971,0.88816965
p019840,0.76966697
p078847,0.91796166
p187359,0.9867324
p014981,0.9871867
p078888,0.7759089
p197493,0.9414543
p223807,0.96662
p175173,0.7296842
p184290,0.9765146
p240381,0.97285336
p192045,0.9304183
p067483,0.9570762
p065985,0.8031488
p097988,0.9101593
p014378,0.867851
p207504,0.92285573
p124497,0.84895617
p041514,0.8266893
p053087,0.88132274
p019766,0.72358465
p042248,0.9287011
p162955,0.83821255
p051634,0.8600804
p042928,0.7132156
p218938,0.81726545
p096669,0.70445865
p227913,0.9787594
p128332,0.89339733
p156792,0.86042315
p072391,0.84084433
p185449,0.8218594
p166909,0.8684192
p044691,0.9540939
p101409,0.9714778
p041121,0.97745126
p238590,0.9817448
p222387,0.867536
p234051,0.94072366
p144094,0.8586412
p091725,0.71305764
p146744,0.98050815
p217132,0.96965283
p038548,0.9784413
p163490,0.9911947
p064027,0.9645496
p252418,0.9462234
p097793,0.75033635
p127908,0.8115476
p033793,0.54741603
p041765,0.8838059
p087059,0.83572114
p139864,0.64057845
p236252,0.96693593
p100085,0.8240689
p099517,0.92525613
p105054,0.90495205
p129742,0.94259447
p208479,0.76286453
p216392,0.9093664
p142815,0.8409305
p241790,0.9715279
p056395,0.8179021
p121254,0.9163328
p083120,0.9497488
p136618,0.7296716
p060713,0.969388
p178996,0.9647849
p005636,0.9523821
p093473,0.9742095
p189408,0.9158498
p037253,0.81148446
p077833,0.95689005
p217127,0.98620635
p035918,0.9015175
p195304,0.6415424
p184006,0.95095855
p053912,0.98400474
p249361,0.883738
p228033,0.96254426
p120177,0.9553094
p205087,0.9588712
p065516,0.9096247
p251979,0.9771742
p116508,0.7492558
p219918,0.6625948
p147330,0.8922083
p248641,0.91659224
p188743,0.9485359
p232753,0.82736653
p155252,0.8695012
p034381,0.85668457
p000855,0.88243794
p122818,0.7761431
p143606,0.9238362
p219622,0.9044602
p226159,0.3937289
p220735,0.9346279
p224764,0.81447285
p210363,0.6567778
p148574,0.92610526
p212574,0.7574198
p219336,0.87841237
p236757,0.979875
p113674,0.9758833
p208748,0.9832767
p036325,0.9425056
p001219,0.9689482
p019963,0.98568904
p012286,0.9522653
p128031,0.8727797
p181273,0.9466384
p228160,0.7991791
p198162,0.9685439
p010888,0.96404207
p143333,0.9026639
p241664,0.9830413
p105195,0.9199486
p023056,0.465528
p177916,0.5953827
p009005,0.5800511
p196258,0.9563473
p214997,0.60859877
p137578,0.96049905
p067204,0.958402
p148065,0.7567426
p146297,0.9610223
p184635,0.9189884
p218157,0.7000584
p226936,0.8733213
p026264,0.82043016
p230219,0.8892168
p042040,0.93162626
p031495,0.76612407
p241951,0.83693266
p213119,0.902142
p058032,0.86779696
p006519,0.9483251
p164910,0.9833292
p174119,0.6620866
p032059,0.8405524
p163776,0.8546109
p096322,0.9494718
p065487,0.31965673
p097627,0.9788584
p055152,0.7904102
p249493,0.8984686
p208294,0.9273115
p015148,0.5846777
p123415,0.9394289
p152876,0.96197844
p116942,0.86472666
p068889,0.6362049
p085299,0.94335175
p079235,0.8633673
p103973,0.9730051
p148248,0.99100494
p211888,0.88016796
p009471,0.8585991
p092215,0.9771588
p147914,0.7820834
p223502,0.96507794
p102524,0.932213
p237245,0.95108783
p048211,0.98218024
p192594,0.86105025
p045414,0.77439207
p046340,0.993244
p191783,0.8743189
p094757,0.9562603
p038959,0.9019051
p058620,0.95413065
p192466,0.8605378
p197025,0.93388003
p159919,0.9524316
p018322,0.9376411
p108689,0.97597015
p210835,0.7778136
p106448,0.8558326
p249270,0.9546525
p016889,0.8674561
p040535,0.9050959
p221436,0.74985313
p252788,0.84221786
p178590,0.8754378
p002105,0.90678746
p111215,0.9225916
p153809,0.9124765
p136364,0.94689554
p064316,0.9524713
p045197,0.8882387
p124829,0.97610325
p209156,0.9737457
p065013,0.770268
p045231,0.68982065
p100288,0.6859731
p031464,0.9026297
p113289,0.9367179
p117143,0.77217835
p229301,0.6638274
p078655,0.8692123
p224758,0.45086157
p039688,0.7375508
p001540,0.9905896
p143087,0.7689427
p020642,0.83137757
p124035,0.8783875
p203040,0.97250324
p061998,0.59389853
p235499,0.8154658
p046971,0.6223578
p206955,0.76111114
p178452,0.82057565
p142364,0.6625049
p053540,0.9765761
p124937,0.66770595
p119018,0.9047058
p000157,0.8697524
p220155,0.96724385
p137944,0.9761174
p141499,0.89930797
p048850,0.9471536
p200050,0.95511216
p099920,0.9618031
p223762,0.6947334
p021241,0.79640585
p153453,0.7672929
p204229,0.7865446
p002626,0.9662663
p020711,0.94854975
p071519,0.897178
p204935,0.97146183
p023511,0.97382855
p071406,0.78489894
p030547,0.9300574
p236657,0.5770331
p184656,0.69619197
p067503,0.953815
p076599,0.9862982
p089074,0.93046176
p055453,0.8056962
p139328,0.48547915
p208968,0.8871995
p002749,0.7406243
p174178,0.8590375
p105305,0.9093817
p245431,0.97523063
p128746,0.9129021
p051923,0.9429516
p175721,0.9131927
p141223,0.9843164
p209236,0.9181468
p167949,0.97914314
p144580,0.5789164
p148508,0.7710879
p040285,0.97473633
p255901,0.9498498
p076050,0.9740857
p203493,0.9091598
p177206,0.8492384
p246769,0.90341914
p089435,0.92132914
p224769,0.93542534
p020437,0.6198916
p197991,0.7560097
p094460,0.60667485
p249184,0.8495094
p113797,0.9940089
p089926,0.9052266
p043569,0.8779312
p106653,0.94986355
p122795,0.86546755
p168410,0.9690233
p094641,0.948611
p131396,0.8962148
p145834,0.68512803
p163359,0.9154427
p248284,0.772177
p198336,0.9257637
p039392,0.9475483
p116103,0.89095086
p007013,0.9383183
p246365,0.7199487
p031862,0.7441981
p057169,0.6293944
p113992,0.8595811
p177589,0.87098616
p053595,0.8938278
p195970,0.9664876
p162775,0.9490636
p020715,0.9177929
p055399,0.8083972
p170111,0.9739146
p057193,0.8357108
p012815,0.89553905
p060915,0.9638347
p074675,0.91369647
p230410,0.60892534
p196664,0.7196687
p026826,0.9447837
p106945,0.97208136
p056997,0.86069614
p048707,0.8298512
p049393,0.9831051
p029744,0.9808077
p254903,0.95947474
p137968,0.9508904
p167990,0.97392017
p024721,0.8091809
p117630,0.58598816
p051830,0.97833747
p136585,0.5651872
p089751,0.9140688
p131552,0.9444489
p072309,0.4320851
p087218,0.75225854
p115313,0.36727867
p104224,0.94836336
p061626,0.95706195
p012000,0.7729448
p091153,0.95078236
p247255,0.97637355
p241234,0.5011298
p216123,0.9468868
p206047,0.9080562
p042087,0.8981325
p020207,0.9903419
p254036,0.8065874
p004083,0.9174673
p127557,0.92717147
p097962,0.9546584
p189947,0.81491256
p186106,0.66282266
p253210,0.90192145
p248708,0.97731704
p178246,0.92237025
p228978,0.8934048
p035568,0.88530064
p097664,0.8327287
p158443,0.97593737
p067169,0.8512249
p043477,0.8922718
p013552,0.88812923
p004535,0.92533606
p200154,0.8739164
p195162,0.78794897
p197342,0.9693851
p181588,0.8434279
p236836,0.5404546
p157230,0.9808398
p180852,0.72381306
p148868,0.9675249
p145811,0.6761095
p094617,0.95862114
p099327,0.84948057
p201292,0.9627758
p238540,0.74670357
p077949,0.7443633
p247510,0.9899913
p033076,0.7686964
p256480,0.93484396
p076769,0.7762332
p062521,0.9550712
p076054,0.6497533
p124278,0.8451919
p206560,0.94031
p086388,0.91261595
p135523,0.9739649
p056186,0.808866
p135913,0.9839844
p255466,0.7170802
p011944,0.31917232
p169028,0.92710805
p007872,0.8942334
p250842,0.96816194
p135510,0.88089037
p108985,0.74506706
p245638,0.94314075
p034008,0.9049026
p156741,0.9492961
p230621,0.88269055
p086259,0.9217626
p121630,0.80796933
p090584,0.9026202
p146782,0.87204915
p078643,0.8493908
p050414,0.868777
p219184,0.47367415
p229229,0.67350775
p193613,0.46571627
p117414,0.9724975
p112114,0.8626337
p209691,0.9378526
p009360,0.89886206
p254068,0.8298038
p177866,0.88590634
p173135,0.9302344
p257491,0.964598
p064520,0.8409613
p064901,0.69543844
p163146,0.9363591
p150965,0.98062176
p175930,0.91271216
p135491,0.8522911
p111598,0.9318933
p063022,0.86227137
p225619,0.90367234
p214363,0.54655063
p259744,0.9005987
p258350,0.93716794
p022962,0.77176565
p013411,0.9459707
p009502,0.98379636
p073028,0.9521431
p047973,0.9393555
p104551,0.81199664
p217620,0.9404537
p199884,0.74157256
p124793,0.49622732
p156660,0.9624303
p098242,0.916932
p259010,0.5485561
p086558,0.80414176
p158022,0.9384296
p202231,0.99587774
p149156,0.899974
p029467,0.96724206
p152032,0.7257541
p122840,0.97516906
p024645,0.394818
p124167,0.9309236
p241316,0.9030626
p046379,0.7828932
p113280,0.9796346
p183113,0.56787866
p038727,0.76328796
p100041,0.7464657
p030392,0.83630013
p088141,0.9635692
p212210,0.9269385
p112526,0.8066457
p014522,0.9817377
p028621,0.8001865
p108505,0.96567196
p061556,0.8855414
p218884,0.7207886
p058425,0.9369214
p192422,0.889185
p032720,0.89091605
p068000,0.9521645
p087904,0.97778964
p199278,0.9656339
p205243,0.99047124
p140121,0.4410968
p250008,0.9588104
p224866,0.89244044
p247101,0.96308976
p258581,0.9826566
p009757,0.8757803
p064907,0.98684686
p245071,0.43794075
p000726,0.78816277
p215139,0.9454533
p112968,0.97029793
p175695,0.76279265
p148311,0.7545032
p156499,0.95881397
p099284,0.95645636
p132455,0.9490419
p253487,0.6806522
p120462,0.9894678
p102609,0.34631947
p160645,0.9554396
p104179,0.9064396
p000666,0.9516068
p036209,0.88000065
p135102,0.9767443
p134193,0.9022492
p175806,0.8670688
p076194,0.8560415
p254862,0.782063
p192299,0.9373139
p058811,0.716069
p140571,0.859797
p053238,0.8207709
p206579,0.7071299
p160818,0.8873874
p027854,0.968322
p116776,0.92910135
p186365,0.93611324
p165331,0.8076371
p246564,0.7919672
p138124,0.9277144
p110953,0.96046585
p186214,0.9198136
p044778,0.9598244
p257962,0.9312665
p084487,0.97555894
p221290,0.91728437
p181360,0.8194601
p114370,0.78080404
p169726,0.7691686
p088261,0.92553055
p089733,0.85766584
p143200,0.9471756
p089333,0.60948366
p067206,0.74198395
p136629,0.9541868
p123285,0.9927071
p045613,0.953615
p091258,0.8797858
p109990,0.93620527
p034945,0.9652551
p209215,0.8899889
p180896,0.910083
p020986,0.74095297
p029081,0.9784526
p149371,0.9807865
p092316,0.88120306
p248888,0.96712554
p091658,0.8490179
p032913,0.98770636
p054741,0.877351
p088809,0.65893185
p000884,0.97068596
p250108,0.89312863
p141013,0.9643582
p223746,0.8953209
p198971,0.7353306
p210354,0.96344423
p185480,0.6192226
p020002,0.95502424
p004176,0.9776405
p139424,0.5835673
p133590,0.82071006
p028969,0.57321787
p056535,0.9654709
p160239,0.8142129
p107783,0.7583498
p041410,0.9248758
p012368,0.9618168
p244769,0.89198846
p212460,0.8970759
p219249,0.8032523
p148412,0.81877005
p164417,0.94551075
p142374,0.93603414
p046842,0.8983809
p076648,0.93546206
p161830,0.73925036
p014015,0.99316967
p165474,0.81983656
p056483,0.9851194
p000532,0.88544655
p194930,0.75652343
p096974,0.8397139
p017548,0.7614963
p221036,0.905094
p243890,0.9380752
p203836,0.71409076
p179365,0.9797447
p130248,0.8271588
p256311,0.9141089
p239758,0.9920878
p051974,0.8505002
p110368,0.9611488
p194208,0.9647651
p145258,0.9266448
p199434,0.90218985
p002850,0.85202444
p222550,0.83608764
p053816,0.7784045
p125835,0.98081243
p164096,0.97167814
p075105,0.9627924
p124229,0.68869436
p093763,0.8419512
p094690,0.57850075
p258365,0.8395853
p022588,0.9800096
p242099,0.9509916
p218124,0.5495115
p213245,0.9098455
p099429,0.83261836
p159954,0.93324107
p155453,0.9818232
p198478,0.9424351
p059565,0.9818756
p220176,0.9453867
p175848,0.71620685
p041405,0.8473023
p197041,0.43966082
p253509,0.8678133
p124739,0.9334178
p118282,0.9452139
p005286,0.7675916
p246944,0.7216424
p078030,0.9426614
p013257,0.9366783
p197157,0.886636
p257172,0.9764282
p083458,0.8084126
p092170,0.8491149
p195815,0.98452353
p036972,0.73388773
p001080,0.77867436
p144625,0.93594766
p010260,0.97165054
p007734,0.8979809
p227563,0.92342144
p225936,0.66204107
p119988,0.8165185
p196189,0.8526236
p180227,0.6418357
p176336,0.9115121
p163516,0.96200657
p157886,0.9757977
p144904,0.97538924
p129205,0.86958176
p043372,0.9341479
p110068,0.74366593
p007341,0.93247306
p228272,0.9158658
p050657,0.81132853
p018289,0.97810113
p253075,0.9772444
p035816,0.9096225
p116074,0.93750876
p245626,0.8811294
p226048,0.8245134
p245435,0.8582597
p134914,0.7293714
p061557,0.7246709
p037533,0.8465706
p090538,0.5625678
p007729,0.66628635
p169881,0.97545743
p012192,0.6253178
p239204,0.9818225
p245090,0.9751511
p007251,0.7989405
p230912,0.82581764
p007283,0.7296267
p238895,0.852288
p011941,0.8394477
p214398,0.9587328
p214516,0.5634262
p125508,0.9621805
p153948,0.97251564
p006182,0.8592845
p187280,0.87224245
p048932,0.81172806
p066118,0.9634787
p096752,0.85156006
p085233,0.7761306
p205770,0.89137304
p159463,0.8546712
p074489,0.98854125
p046662,0.9079777
p157897,0.90254694
p025188,0.98679966
p023274,0.847301
p164405,0.9418658
p142465,0.87772113
p111439,0.62891454
p064680,0.96610373
p142809,0.9783361
p006247,0.9873468
p096942,0.7566596
p006643,0.9494333
p011099,0.91573614
p053046,0.98257345
p092138,0.85864806
p249750,0.43226737
p109566,0.8448915
p195570,0.8681538
p152325,0.5258278
p184563,0.93970674
p257519,0.8382037
p239603,0.93976694
p100017,0.6533604
p032737,0.9605303
p251043,0.7998752
p041341,0.37702835
p153867,0.9897295
p163754,0.84375745
p114663,0.83016574
p119245,0.82491606
p026989,0.9307522
p234149,0.91149163
p086050,0.97103643
p015894,0.8077494
p149358,0.37754038
p215530,0.8476121
p019705,0.9610569
p164001,0.87960184
p149741,0.92489356
p241012,0.9470529
p236428,0.956224
p254247,0.83581644
p088054,0.77396333
p165236,0.9542369
p075408,0.8760662
p245303,0.8190692
p218679,0.92209387
p186795,0.8778407
p047683,0.6056155
p090548,0.89945924
p210440,0.97324973
p065716,0.3694191
p055864,0.8520135
p189758,0.6099528
p125661,0.45308888
p098104,0.9459003
p195543,0.86021215
p192258,0.88605875
p220168,0.933487
p085191,0.5879903
p086029,0.8532877
p022535,0.7793633
p007921,0.87031347
p074011,0.8952917
p013199,0.9508293
p073895,0.9724787
p142700,0.91301686
p140592,0.3144739
p226024,0.79243004
p236281,0.8997848
p005221,0.7772483
p056472,0.9834712
p183663,0.8458144
p143574,0.94849795
p184253,0.62273985
p241669,0.8122939
p197335,0.91097516
p006030,0.95763457
p191788,0.95281714
p259028,0.65552545
p001094,0.47459742
p028645,0.94394535
p020094,0.930158
p060838,0.866325
p154850,0.57614154
p116757,0.7586305
p080932,0.86689407
p074445,0.6299327
p142125,0.82675326
p006057,0.90075016
p226378,0.6386027
p096326,0.40087593
p215745,0.8976408
p125924,0.9602206
p212112,0.95158315
p083206,0.85900235
p208197,0.9321249
p024945,0.98168534
p081296,0.93709415
p170010,0.71855074
p202766,0.7790068
p030310,0.76223487
p089828,0.9408431
p018497,0.9650846
p103940,0.9092701
p208004,0.9838986
p009711,0.9330867
p126522,0.4337698
p194545,0.9756974
p238444,0.4635384
p224946,0.85947937
p099914,0.9493937
p146611,0.87589175
p060469,0.9260775
p029111,0.79845864
p211742,0.9414324
p078771,0.82680213
p223177,0.6997522
p126111,0.9008475
p047518,0.9497314
p099964,0.3614453
p037604,0.81177086
p043841,0.61521494
p182378,0.8317684
p021065,0.943535
p254668,0.93032867
p017238,0.93494624
p210994,0.9937265
p072800,0.93708754
p088063,0.73485136
p076038,0.97853833
p127239,0.7909312
p054326,0.70167327
p032113,0.8797
p129276,0.964937
p242627,0.60348606
p122350,0.9433587
p063394,0.94734496
p024343,0.94809663
p141770,0.96674156
p230910,0.9346677
p048847,0.8905346
p010600,0.7788063
p144900,0.51283854
p252705,0.957122
p209242,0.83574075
p004828,0.8413195
p011338,0.9796521
p038108,0.9552208
p199462,0.9495238
p080226,0.9534611
p092698,0.99190825
p048970,0.75339127
p121665,0.90342027
p063410,0.815051
p242564,0.9690655
p053037,0.96223634
p245860,0.8939609
p082390,0.99096656
p124591,0.83010167
p108643,0.9089236
p029115,0.88115484
p248626,0.95911884
p218192,0.3601976
p257834,0.9509551
p096524,0.846623
p033706,0.9533305
p159212,0.97220945
p168949,0.98449785
p023244,0.6967786
p231388,0.91996014
p189968,0.72842157
p169025,0.40624562
p030519,0.47121856
p132908,0.73159075
p235217,0.38514283
p184397,0.6779439
p220758,0.9373521
p104835,0.96342146
p242011,0.91344404
p086779,0.9112423
p000948,0.93596596
p122491,0.9498926
p162636,0.8978621
p176742,0.8619492
p043069,0.97513765
p085458,0.7969606
p150416,0.981402
p192626,0.92898846
p162233,0.79864657
p028637,0.7263562
p099251,0.89605355
p105221,0.855523
p097753,0.92964077
p003718,0.9189966
p066934,0.9822917
p219110,0.85552526
p173241,0.9075627
p032544,0.9879687
p236076,0.82849336
p228031,0.946333
p067678,0.9513767
p022344,0.78370583
p229494,0.90635645
p182044,0.90159476
p013008,0.9008675
p220709,0.956328
p152081,0.9598963
p133252,0.94997686
p203521,0.8896572
p236659,0.9538824
p082991,0.7979226
p070028,0.9483801
p000321,0.80032575
p086855,0.79109794
p009299,0.9037581
p216664,0.96362346
p008114,0.78087205
p221185,0.8336596
p027086,0.9700238
p187786,0.9943057
p031921,0.95920056
p178872,0.9769927
p116934,0.67109185
p063324,0.90325403
p128289,0.94681716
p097821,0.9763723
p117249,0.49633244
p045221,0.9455023
p048760,0.4740163
p079104,0.80316323
p236277,0.64265776
p105817,0.8784298
p017836,0.8919619
p124732,0.9261182
p013796,0.9806316
p126129,0.91143394
p075117,0.89274985
p225980,0.86809146
p175353,0.8783549
p171455,0.9354176
p223735,0.6897702
p055881,0.82318795
p168361,0.7189137
p197807,0.9633302
p147365,0.75590247
p031372,0.9246439
p101649,0.54246247
p189276,0.9174414
p011314,0.96078575
p159022,0.89203614
p107840,0.8532389
p254504,0.9788278
p135575,0.96234494
p064961,0.98175013
p232655,0.95019615
p072964,0.96771985
p066923,0.9275391
p149377,0.9490951
p174549,0.9844774
p194079,0.39903408
p233846,0.8323871
p246237,0.7277444
p223140,0.31178725
p158760,0.971209
p238310,0.84307975
p123993,0.91139686
p225606,0.8850789
p007100,0.89332646
p148336,0.8117778
p128282,0.7895556
p048176,0.56567407
p212099,0.883487
p059455,0.97396505
p138077,0.971191
p130542,0.9292999
p080397,0.8647968
p104618,0.9406296
p057700,0.9151028
p085767,0.9506537
p202279,0.91802824
p026024,0.57197165
p184037,0.81271714
p214918,0.79233027
p145354,0.7130421
p180456,0.9413257
p146593,0.81184655
p003454,0.6250365
p016308,0.95685476
p005543,0.5426159
p020872,0.53506535
p222867,0.8160172
p126690,0.96406376
p210023,0.96567786
p221203,0.9382318
p046986,0.91697514
p097244,0.88880694
p128966,0.7417744
p230300,0.96369517
p240067,0.9870892
p246312,0.8323964
p129340,0.88114744
p110581,0.6686752
p207067,0.9535431
p256091,0.60410255
p031786,0.9777957
p014445,0.8386901
p184463,0.96826494
p098163,0.44480038
p155321,0.9615203
p176628,0.9525639
p146670,0.98621863
p154276,0.9170685
p058062,0.93886936
p100579,0.9702069
p241233,0.63366354
p108679,0.65833426
p120596,0.7933071
p050551,0.9478667
p143653,0.9633459
p149112,0.99618196
p249885,0.9141488
p166325,0.99259573
p011589,0.76042515
p057166,0.52240413
p174622,0.85876554
p171396,0.94214994
p135330,0.6685318
p101674,0.7373755
p098340,0.60632235
p079166,0.99017626
p098618,0.9714857
p250759,0.9694462
p067325,0.9468469
p153776,0.75148565
p212324,0.77453774
p244511,0.96675426
p201517,0.9739303
p056275,0.7182675
p221791,0.9443633
p003938,0.92364913
p078660,0.56518674
p162979,0.9228745
p043869,0.65374964
p172864,0.6683696
p132792,0.9675317
p234441,0.91700333
p237616,0.87387514
p184098,0.9688033
p000351,0.9372348
p203297,0.8628732
p148605,0.7291713
p252258,0.95053387
p164274,0.5338338
p097445,0.7187837
p083580,0.77757066
p028841,0.9938904
p152370,0.9861697
p136734,0.8583917
p160445,0.9583409
p043573,0.7976578
p227998,0.67156965
p260058,0.9894414
p211486,0.64292896
p243216,0.820445
p165766,0.965345
p109423,0.9285796
p029645,0.76915216
p210650,0.94560504
p226780,0.9280026
p170244,0.8708326
p064134,0.91824037
p034274,0.25416857
p138041,0.3477813
p237681,0.82107043
p181849,0.93178636
p020012,0.9419448
p142112,0.84714895
p221312,0.9770701
p192876,0.5322
p209284,0.93547255
p110914,0.94207096
p091495,0.9378274
p130425,0.90764576
p224823,0.8569167
p092106,0.7095235
