id,project_is_approved
p224232,0.9816522
p113196,0.8911019
p197404,0.60748124
p040348,0.97971135
p220547,0.87247616
p152772,0.9657525
p227843,0.9833693
p243822,0.97882164
p042663,0.811522
p103616,0.952686
p119315,0.95288914
p112683,0.993005
p134225,0.24761419
p178686,0.54266995
p104414,0.9556425
p196430,0.9915701
p121265,0.8466983
p002111,0.94461113
p048656,0.9563395
p100742,0.8923794
p240945,0.7925994
p196948,0.9705319
p161397,0.9659639
p085333,0.9136676
p051174,0.99202067
p226030,0.8820986
p200031,0.96085685
p099283,0.959583
p012888,0.99315965
p213138,0.82873356
p259594,0.9118731
p169939,0.91955435
p189829,0.86824113
p180698,0.96679115
p041111,0.9848349
p108577,0.9888291
p024499,0.95921415
p009156,0.9894154
p154797,0.8952225
p019957,0.9671778
p137043,0.98591274
p183936,0.9743422
p143641,0.5829794
p201920,0.7483356
p169193,0.95618457
p215466,0.9451461
p124527,0.9533379
p241030,0.98825294
p252968,0.76851916
p090991,0.6596972
p138331,0.92101043
p199355,0.9720781
p084300,0.99991107
p096238,0.9247439
p081530,0.9604156
p178898,0.9771065
p177763,0.9862201
p175360,0.98083097
p218759,0.99615955
p225010,0.9766158
p015130,0.9598837
p161752,0.38231364
p152538,0.9191501
p237080,0.9374919
p199291,0.99245715
p136751,0.89103293
p108958,0.98956877
p110542,0.89725757
p043509,0.8879602
p251751,0.40816575
p241189,0.951082
p194788,0.95533603
p175510,0.9392423
p113659,0.93672466
p038018,0.8802715
p109620,0.974214
p198992,0.9230494
p001237,0.86169785
p156569,0.8568486
p183302,0.7610961
p068100,0.8656998
p013384,0.72834307
p189300,0.12702939
p185448,0.9660985
p140668,0.9348806
p070387,0.33204296
p033345,0.95526415
p049875,0.97507143
p112795,0.9581214
p042765,0.6828767
p183727,0.9800876
p258333,0.9775253
p164654,0.9860297
p111121,0.91436106
p007364,0.9913941
p235281,0.46352416
p184766,0.9235233
p118290,0.8283187
p134315,0.94096446
p008931,0.749704
p193216,0.9799801
p099504,0.93758315
p185939,0.5048708
p212541,0.9796571
p057050,0.9708747
p235964,0.8781526
p019799,0.8901701
p226343,0.97671115
p247942,0.9890525
p034876,0.99076253
p127034,0.87046766
p122910,0.9636819
p112781,0.898071
p167054,0.982017
p091175,0.99838305
p192661,0.9916494
p254171,0.9642597
p056473,0.9766201
p186773,0.9310811
p005448,0.8880761
p127039,0.88635236
p019902,0.9746123
p109258,0.99778277
p256814,0.2947048
p086119,0.87815773
p085718,0.72213113
p000341,0.7536842
p153871,0.14917724
p015527,0.9897222
p180082,0.9699017
p114608,0.96871746
p255258,0.9398602
p074885,0.18178341
p158107,0.98905075
p194785,0.3132852
p053919,0.87962604
p118270,0.8902271
p173735,0.91840446
p166438,0.96009684
p229032,0.7109133
p126693,0.84494865
p093408,0.5911266
p078376,0.976702
p256718,0.97093886
p257276,0.91702396
p139883,0.99674207
p112417,0.9812641
p006285,0.99282277
p158702,0.9419741
p180517,0.9458877
p103302,0.9579948
p085035,0.9814414
p052579,0.87460476
p034767,0.9588317
p164787,0.89787585
p068805,0.979038
p099314,0.88861656
p247448,0.94209456
p010132,0.98571813
p149889,0.96940696
p244732,0.95919824
p132573,0.98102957
p022004,0.9506637
p232062,0.36871123
p227193,0.9768366
p001484,0.9666463
p212354,0.121938914
p218435,0.97745323
p070650,0.74795574
p088920,0.99714345
p121609,0.9347451
p050858,0.9929616
p132912,0.7189002
p150879,0.96051043
p243365,0.96164995
p114677,0.7140019
p228243,0.9410846
p042290,0.9989907
p104397,0.9815056
p042280,0.7186393
p137702,0.97077507
p084377,0.9939056
p041654,0.99510795
p119772,0.8452022
p098282,0.7564016
p087508,0.9538128
p107066,0.851161
p241315,0.431517
p034181,0.8889311
p079792,0.964295
p206611,0.83124083
p233647,0.96606266
p072113,0.94247913
p085444,0.9360075
p028452,0.9585134
p104178,0.7383697
p097168,0.31935257
p211339,0.99407095
p109077,0.9558893
p074743,0.541541
p207729,0.94813156
p204533,0.90902185
p207665,0.7458599
p217044,0.9424838
p185822,0.97452253
p223903,0.93626136
p253408,0.97387266
p021838,0.81090736
p073176,0.66180336
p097703,0.8961183
p177982,0.9761637
p209800,0.9661954
p197472,0.88869923
p176198,0.99859005
p010602,0.9816653
p045059,0.9798053
p004465,0.90199465
p201661,0.5088248
p247377,0.9612032
p011839,0.95567095
p181589,0.9465576
p222352,0.9644269
p033095,0.9465158
p152161,0.95728534
p146348,0.72674143
p081351,0.77586544
p104086,0.9948138
p129944,0.98802245
p139971,0.80058867
p019840,0.352152
p078847,0.99242145
p187359,0.9412053
p014981,0.9889115
p078888,0.8019498
p197493,0.97221553
p223807,0.91717005
p175173,0.9851537
p184290,0.9932887
p240381,0.97737324
p192045,0.97830003
p067483,0.99661213
p065985,0.90717417
p097988,0.9547462
p014378,0.9169991
p207504,0.9881499
p124497,0.8368557
p041514,0.9917767
p053087,0.9910834
p019766,0.7099922
p042248,0.80373394
p162955,0.88127553
p051634,0.96495014
p042928,0.3854845
p218938,0.97343427
p096669,0.41118157
p227913,0.99640936
p128332,0.9231879
p156792,0.9767344
p072391,0.57451254
p185449,0.65101683
p166909,0.67473924
p044691,0.97797954
p101409,0.8775497
p041121,0.99306667
p238590,0.98674357
p222387,0.89958495
p234051,0.9867905
p144094,0.62992555
p091725,0.8990356
p146744,0.95976466
p217132,0.8912995
p038548,0.9647412
p163490,0.99392056
p064027,0.9479821
p252418,0.9547338
p097793,0.793495
p127908,0.8398414
p033793,0.85603577
p041765,0.9626086
p087059,0.8960935
p139864,0.82155323
p236252,0.9928517
p100085,0.6472413
p099517,0.95572364
p105054,0.8081847
p129742,0.9909338
p208479,0.5952887
p216392,0.9739318
p142815,0.96899396
p241790,0.9704109
p056395,0.96219784
p121254,0.9611345
p083120,0.9121757
p136618,0.8122972
p060713,0.98821634
p178996,0.9790204
p005636,0.9775474
p093473,0.9863366
p189408,0.9668956
p037253,0.50009775
p077833,0.972033
p217127,0.96515125
p035918,0.9411324
p195304,0.24419028
p184006,0.9825142
p053912,0.9813379
p249361,0.5203513
p228033,0.88542753
p120177,0.91307986
p205087,0.9710597
p065516,0.97835827
p251979,0.9565605
p116508,0.2635945
p219918,0.5383669
p147330,0.9379341
p248641,0.9128527
p188743,0.97805667
p232753,0.8624138
p155252,0.89874065
p034381,0.8405336
p000855,0.9454339
p122818,0.99187016
p143606,0.9770662
p219622,0.9958906
p226159,0.4824217
p220735,0.9066081
p224764,0.95446026
p210363,0.8324192
p148574,0.8362887
p212574,0.5238862
p219336,0.9844136
p236757,0.98963916
p113674,0.9177002
p208748,0.97931427
p036325,0.9883931
p001219,0.85995215
p019963,0.9835585
p012286,0.9543753
p128031,0.84128624
p181273,0.93778336
p228160,0.88052344
p198162,0.96320164
p010888,0.96941
p143333,0.98020405
p241664,0.99624485
p105195,0.9318021
p023056,0.5930418
p177916,0.8252097
p009005,0.96992457
p196258,0.9920523
p214997,0.88011146
p137578,0.9911874
p067204,0.9865415
p148065,0.5727814
p146297,0.9232257
p184635,0.93865526
p218157,0.4143779
p226936,0.9723465
p026264,0.9526499
p230219,0.9572696
p042040,0.95270246
p031495,0.48246598
p241951,0.9129643
p213119,0.912902
p058032,0.977033
p006519,0.9916209
p164910,0.9801825
p174119,0.91380715
p032059,0.9200441
p163776,0.9346839
p096322,0.98609275
p065487,0.08231346
p097627,0.9777098
p055152,0.9296692
p249493,0.9750275
p208294,0.9995808
p015148,0.2729512
p123415,0.9872082
p152876,0.9818094
p116942,0.90136266
p068889,0.42107105
p085299,0.90960467
p079235,0.9556886
p103973,0.9903431
p148248,0.9942761
p211888,0.8136914
p009471,0.9765916
p092215,0.9991259
p147914,0.9837541
p223502,0.99822
p102524,0.9593649
p237245,0.95693815
p048211,0.9892464
p192594,0.8798672
p045414,0.71210086
p046340,0.98398453
p191783,0.94798386
p094757,0.997131
p038959,0.9145197
p058620,0.28543788
p192466,0.77002215
p197025,0.9766119
p159919,0.95046365
p018322,0.99155384
p108689,0.96339977
p210835,0.71912193
p106448,0.94950825
p249270,0.9963916
p016889,0.8887598
p040535,0.9832076
p221436,0.23939414
p252788,0.91874194
p178590,0.9857544
p002105,0.65881187
p111215,0.8887197
p153809,0.9689015
p136364,0.88818365
p064316,0.99953604
p045197,0.98756826
p124829,0.98892677
p209156,0.9960018
p065013,0.71792173
p045231,0.974513
p100288,0.9573242
p031464,0.80029523
p113289,0.9269134
p117143,0.4099947
p229301,0.78735614
p078655,0.8856864
p224758,0.83524513
p039688,0.87917566
p001540,0.98851484
p143087,0.90820646
p020642,0.81411433
p124035,0.7927106
p203040,0.9813783
p061998,0.42736673
p235499,0.9534275
p046971,0.9976325
p206955,0.9694485
p178452,0.96659243
p142364,0.7010279
p053540,0.990593
p124937,0.7895641
p119018,0.92049074
p000157,0.99073607
p220155,0.9782211
p137944,0.96972746
p141499,0.8890171
p048850,0.98015344
p200050,0.98328537
p099920,0.97776866
p223762,0.5461066
p021241,0.74240434
p153453,0.9532208
p204229,0.96117765
p002626,0.9804217
p020711,0.99185514
p071519,0.94178826
p204935,0.9165136
p023511,0.95476824
p071406,0.9381349
p030547,0.95970184
p236657,0.2574439
p184656,0.9915637
p067503,0.98300505
p076599,0.96731925
p089074,0.9662711
p055453,0.7840973
p139328,0.7239764
p208968,0.9678408
p002749,0.893786
p174178,0.8479582
p105305,0.93982995
p245431,0.9860784
p128746,0.93361145
p051923,0.8334287
p175721,0.925078
p141223,0.9798222
p209236,0.94425166
p167949,0.9121453
p144580,0.3540913
p148508,0.8564597
p040285,0.9855064
p255901,0.95128345
p076050,0.99176073
p203493,0.9966286
p177206,0.80370814
p246769,0.87753755
p089435,0.92158586
p224769,0.9220572
p020437,0.97096485
p197991,0.39674678
p094460,0.90953344
p249184,0.9536072
p113797,0.98203963
p089926,0.95287466
p043569,0.7596108
p106653,0.9704361
p122795,0.96864575
p168410,0.97179496
p094641,0.8145436
p131396,0.9406602
p145834,0.28999168
p163359,0.9445646
p248284,0.8816694
p198336,0.97775376
p039392,0.9300781
p116103,0.84772104
p007013,0.84226656
p246365,0.6416095
p031862,0.700861
p057169,0.26084054
p113992,0.96377856
p177589,0.915603
p053595,0.9798314
p195970,0.781298
p162775,0.9701517
p020715,0.9187703
p055399,0.99872345
p170111,0.96601796
p057193,0.9665972
p012815,0.7813672
p060915,0.98712164
p074675,0.97467744
p230410,0.8841556
p196664,0.17820592
p026826,0.97259134
p106945,0.89796054
p056997,0.84872735
p048707,0.9363834
p049393,0.8884129
p029744,0.971858
p254903,0.98087823
p137968,0.9822112
p167990,0.97366476
p024721,0.35177192
p117630,0.3088659
p051830,0.98004776
p136585,0.6797875
p089751,0.96259576
p131552,0.96673477
p072309,0.19113468
p087218,0.91560316
p115313,0.25448754
p104224,0.9133112
p061626,0.99235135
p012000,0.90289295
p091153,0.98487467
p247255,0.95083547
p241234,0.25123978
p216123,0.9440688
p206047,0.9677793
p042087,0.9530808
p020207,0.995304
p254036,0.90416735
p004083,0.94749
p127557,0.92746496
p097962,0.98811054
p189947,0.8584757
p186106,0.886116
p253210,0.95978814
p248708,0.9625549
p178246,0.69991225
p228978,0.9290583
p035568,0.9605447
p097664,0.7037562
p158443,0.9691808
p067169,0.85304964
p043477,0.817597
p013552,0.4672682
p004535,0.9578632
p200154,0.97899836
p195162,0.84474975
p197342,0.99382246
p181588,0.7727382
p236836,0.49869505
p157230,0.9832013
p180852,0.855737
p148868,0.9676858
p145811,0.7443907
p094617,0.98992234
p099327,0.947635
p201292,0.9763073
p238540,0.8640462
p077949,0.5162751
p247510,0.9955135
p033076,0.9602216
p256480,0.9482919
p076769,0.9120394
p062521,0.8692346
p076054,0.2015083
p124278,0.9774843
p206560,0.9690721
p086388,0.77159166
p135523,0.99303365
p056186,0.3134712
p135913,0.9737612
p255466,0.663772
p011944,0.08003693
p169028,0.98812616
p007872,0.91919446
p250842,0.96773237
p135510,0.9330587
p108985,0.7050424
p245638,0.8939991
p034008,0.9510312
p156741,0.9585054
p230621,0.99923825
p086259,0.9070601
p121630,0.64041704
p090584,0.9576431
p146782,0.9962909
p078643,0.8797898
p050414,0.96861726
p219184,0.8990157
p229229,0.33902246
p193613,0.15134636
p117414,0.9263404
p112114,0.98213977
p209691,0.8949764
p009360,0.9641501
p254068,0.8900964
p177866,0.6533654
p173135,0.98712337
p257491,0.9441728
p064520,0.8777436
p064901,0.698226
p163146,0.90741
p150965,0.99396646
p175930,0.5528127
p135491,0.77262664
p111598,0.9969843
p063022,0.9323078
p225619,0.94676644
p214363,0.13422836
p259744,0.8668706
p258350,0.9855899
p022962,0.6402035
p013411,0.97297835
p009502,0.9919687
p073028,0.99792624
p047973,0.9984194
p104551,0.29149216
p217620,0.98277307
p199884,0.64056534
p124793,0.6312715
p156660,0.810315
p098242,0.96626097
p259010,0.17530037
p086558,0.6585841
p158022,0.9602711
p202231,0.9870012
p149156,0.9627158
p029467,0.75613207
p152032,0.87430495
p122840,0.9945062
p024645,0.8166707
p124167,0.88779706
p241316,0.99893516
p046379,0.803837
p113280,0.9962572
p183113,0.4250511
p038727,0.35199374
p100041,0.92959666
p030392,0.9358444
p088141,0.9934818
p212210,0.957167
p112526,0.6869232
p014522,0.9851783
p028621,0.92634284
p108505,0.9677453
p061556,0.9244875
p218884,0.72165847
p058425,0.9696792
p192422,0.9623361
p032720,0.9680118
p068000,0.9234172
p087904,0.9609489
p199278,0.9831907
p205243,0.9998141
p140121,0.9249562
p250008,0.9718046
p224866,0.7705067
p247101,0.98713195
p258581,0.99324256
p009757,0.8962593
p064907,0.99611026
p245071,0.17651749
p000726,0.9402137
p215139,0.9515253
p112968,0.94060796
p175695,0.45341444
p148311,0.86304516
p156499,0.9902942
p099284,0.965381
p132455,0.9265082
p253487,0.93939275
p120462,0.9867511
p102609,0.995745
p160645,0.97945625
p104179,0.9508245
p000666,0.9413988
p036209,0.7498286
p135102,0.96447396
p134193,0.9605141
p175806,0.7931251
p076194,0.9140309
p254862,0.31026956
p192299,0.67053175
p058811,0.80177027
p140571,0.9164057
p053238,0.98305804
p206579,0.55499953
p160818,0.9680402
p027854,0.9996737
p116776,0.99660456
p186365,0.63745904
p165331,0.9632615
p246564,0.95798934
p138124,0.98016524
p110953,0.99369955
p186214,0.98332584
p044778,0.92573065
p257962,0.80549055
p084487,0.9513973
p221290,0.9889283
p181360,0.87746865
p114370,0.92813414
p169726,0.34571293
p088261,0.9377682
p089733,0.8811858
p143200,0.94396263
p089333,0.9564365
p067206,0.7979436
p136629,0.91109437
p123285,0.98854965
p045613,0.91874695
p091258,0.32115528
p109990,0.9944694
p034945,0.9930148
p209215,0.96858764
p180896,0.96152395
p020986,0.8087657
p029081,0.987656
p149371,0.99383706
p092316,0.93601036
p248888,0.9790245
p091658,0.5373384
p032913,0.9364555
p054741,0.5632945
p088809,0.8823058
p000884,0.9882317
p250108,0.95895046
p141013,0.96230954
p223746,0.8631391
p198971,0.6630393
p210354,0.9374195
p185480,0.60978055
p020002,0.98165613
p004176,0.9503268
p139424,0.7675641
p133590,0.761165
p028969,0.19057533
p056535,0.95721686
p160239,0.7020426
p107783,0.90152633
p041410,0.9683497
p012368,0.9437053
p244769,0.94821835
p212460,0.95456964
p219249,0.370298
p148412,0.74192744
p164417,0.92218035
p142374,0.86455315
p046842,0.9997688
p076648,0.94382286
p161830,0.7334465
p014015,0.99237615
p165474,0.2631436
p056483,0.9909854
p000532,0.68824476
p194930,0.9284536
p096974,0.8848823
p017548,0.9302739
p221036,0.92108303
p243890,0.98913914
p203836,0.81913066
p179365,0.9697991
p130248,0.40432802
p256311,0.92263335
p239758,0.97782177
p051974,0.9260466
p110368,0.95934737
p194208,0.9945615
p145258,0.926368
p199434,0.78322417
p002850,0.9837114
p222550,0.8976911
p053816,0.8750745
p125835,0.9792348
p164096,0.90823996
p075105,0.98685116
p124229,0.89911085
p093763,0.8909776
p094690,0.6165969
p258365,0.8744392
p022588,0.9883769
p242099,0.9638746
p218124,0.20365302
p213245,0.8741005
p099429,0.67026806
p159954,0.9666313
p155453,0.9864444
p198478,0.95531374
p059565,0.9884221
p220176,0.9174108
p175848,0.98632854
p041405,0.94755685
p197041,0.34739342
p253509,0.96154475
p124739,0.9858446
p118282,0.73270196
p005286,0.97621435
p246944,0.38340837
p078030,0.8232248
p013257,0.9115302
p197157,0.9741623
p257172,0.9887593
p083458,0.92186904
p092170,0.968476
p195815,0.9933055
p036972,0.96855795
p001080,0.96175635
p144625,0.9998745
p010260,0.9699434
p007734,0.94319665
p227563,0.9704362
p225936,0.784694
p119988,0.27874008
p196189,0.6515521
p180227,0.21209632
p176336,0.91565245
p163516,0.999495
p157886,0.9580553
p144904,0.98554486
p129205,0.97783536
p043372,0.84670836
p110068,0.41603935
p007341,0.9288722
p228272,0.7842962
p050657,0.79234076
p018289,0.9909757
p253075,0.98768395
p035816,0.99103177
p116074,0.981382
p245626,0.9208893
p226048,0.70411676
p245435,0.8898054
p134914,0.8078304
p061557,0.70244807
p037533,0.44767913
p090538,0.65271264
p007729,0.23314118
p169881,0.9584186
p012192,0.5149693
p239204,0.981822
p245090,0.9814672
p007251,0.77745223
p230912,0.94485503
p007283,0.79920566
p238895,0.9590691
p011941,0.92087513
p214398,0.9895499
p214516,0.32502514
p125508,0.98970956
p153948,0.9937388
p006182,0.67890394
p187280,0.801169
p048932,0.9642455
p066118,0.92041814
p096752,0.73752594
p085233,0.97423315
p205770,0.9629202
p159463,0.58048
p074489,0.9947948
p046662,0.952137
p157897,0.8790446
p025188,0.98394334
p023274,0.92031676
p164405,0.936319
p142465,0.9232172
p111439,0.5071014
p064680,0.98800975
p142809,0.9839759
p006247,0.9918149
p096942,0.97564495
p006643,0.98576236
p011099,0.991598
p053046,0.95267886
p092138,0.9890246
p249750,0.5855292
p109566,0.98390085
p195570,0.94828427
p152325,0.51426286
p184563,0.9305427
p257519,0.84503096
p239603,0.956487
p100017,0.49937886
p032737,0.98969114
p251043,0.75602925
p041341,0.10726491
p153867,0.9876308
p163754,0.95956385
p114663,0.92768097
p119245,0.968604
p026989,0.9167546
p234149,0.9644506
p086050,0.99074066
p015894,0.9441648
p149358,0.77835405
p215530,0.89340883
p019705,0.9821515
p164001,0.9344473
p149741,0.9722961
p241012,0.96320665
p236428,0.92175204
p254247,0.842282
p088054,0.8518597
p165236,0.9556522
p075408,0.29404843
p245303,0.92408967
p218679,0.96499145
p186795,0.9432311
p047683,0.95847744
p090548,0.9362597
p210440,0.9697393
p065716,0.86724675
p055864,0.9886226
p189758,0.22908075
p125661,0.36389223
p098104,0.87022114
p195543,0.81016666
p192258,0.9931491
p220168,0.99501157
p085191,0.19801922
p086029,0.9720767
p022535,0.9998517
p007921,0.96813655
p074011,0.9217898
p013199,0.97672564
p073895,0.9763358
p142700,0.63606846
p140592,0.188025
p226024,0.48657763
p236281,0.9666421
p005221,0.8793183
p056472,0.9900495
p183663,0.95169586
p143574,0.98191315
p184253,0.792694
p241669,0.9663205
p197335,0.33946744
p006030,0.99001795
p191788,0.9927408
p259028,0.6886512
p001094,0.21910486
p028645,0.9427043
p020094,0.9797433
p060838,0.90101206
p154850,0.9576617
p116757,0.49418655
p080932,0.639329
p074445,0.82364833
p142125,0.9168518
p006057,0.9855194
p226378,0.17389749
p096326,0.5101744
p215745,0.89448184
p125924,0.982248
p212112,0.98825026
p083206,0.9144428
p208197,0.95709354
p024945,0.9528059
p081296,0.99604416
p170010,0.23825912
p202766,0.9602211
p030310,0.9150722
p089828,0.9950039
p018497,0.93816227
p103940,0.9737109
p208004,0.979675
p009711,0.89851624
p126522,0.42871547
p194545,0.9668032
p238444,0.20701993
p224946,0.9806111
p099914,0.98484683
p146611,0.78876954
p060469,0.93282056
p029111,0.97253966
p211742,0.9685401
p078771,0.43747106
p223177,0.4956187
p126111,0.6446844
p047518,0.98973185
p099964,0.11536789
p037604,0.9688617
p043841,0.46352375
p182378,0.89326257
p021065,0.96243316
p254668,0.9566572
p017238,0.8916228
p210994,0.94961464
p072800,0.9888659
p088063,0.93982244
p076038,0.9614239
p127239,0.42826107
p054326,0.8512558
p032113,0.96420026
p129276,0.97467446
p242627,0.3818546
p122350,0.9732271
p063394,0.9709038
p024343,0.8758614
p141770,0.96454394
p230910,0.9842775
p048847,0.9305874
p010600,0.93272835
p144900,0.45535886
p252705,0.95976204
p209242,0.9065879
p004828,0.9868543
p011338,0.9999026
p038108,0.97393656
p199462,0.97300386
p080226,0.96621424
p092698,0.99951637
p048970,0.9562188
p121665,0.7391122
p063410,0.95236135
p242564,0.988196
p053037,0.93409175
p245860,0.9750964
p082390,0.99666756
p124591,0.3553078
p108643,0.9712824
p029115,0.8529179
p248626,0.97136575
p218192,0.9384803
p257834,0.94951177
p096524,0.87448233
p033706,0.9468693
p159212,0.99756217
p168949,0.9648188
p023244,0.90829414
p231388,0.9709881
p189968,0.37512243
p169025,0.14350174
p030519,0.91831225
p132908,0.3248604
p235217,0.34538567
p184397,0.73135054
p220758,0.92652875
p104835,0.9382374
p242011,0.7128182
p086779,0.7989269
p000948,0.95335644
p122491,0.9214905
p162636,0.70373356
p176742,0.9272488
p043069,0.88992035
p085458,0.9809176
p150416,0.9458535
p192626,0.94903505
p162233,0.61887413
p028637,0.91971064
p099251,0.9696703
p105221,0.9271326
p097753,0.95021766
p003718,0.9696955
p066934,0.9562008
p219110,0.86929613
p173241,0.96073776
p032544,0.97815037
p236076,0.61174095
p228031,0.9848165
p067678,0.9946115
p022344,0.788693
p229494,0.92756134
p182044,0.97133666
p013008,0.9506542
p220709,0.9818792
p152081,0.9864851
p133252,0.9743255
p203521,0.94169927
p236659,0.97125286
p082991,0.9242415
p070028,0.9654168
p000321,0.9826543
p086855,0.9304372
p009299,0.96927565
p216664,0.93949413
p008114,0.71521246
p221185,0.93195885
p027086,0.9840098
p187786,0.9919165
p031921,0.9911662
p178872,0.96148306
p116934,0.92398524
p063324,0.7026859
p128289,0.95755076
p097821,0.97853243
p117249,0.43904683
p045221,0.9311356
p048760,0.34673434
p079104,0.8351919
p236277,0.35636094
p105817,0.92023283
p017836,0.87403387
p124732,0.93217456
p013796,0.9848935
p126129,0.8854531
p075117,0.86879146
p225980,0.8850324
p175353,0.971235
p171455,0.9415327
p223735,0.67245907
p055881,0.9563304
p168361,0.8559682
p197807,0.99808335
p147365,0.98645276
p031372,0.9630192
p101649,0.8155899
p189276,0.93465644
p011314,0.94867283
p159022,0.95809156
p107840,0.7412214
p254504,0.9771418
p135575,0.97888684
p064961,0.99681216
p232655,0.9702982
p072964,0.97404003
p066923,0.95966583
p149377,0.98703647
p174549,0.9823178
p194079,0.8047949
p233846,0.99742764
p246237,0.58495724
p223140,0.41602296
p158760,0.9446347
p238310,0.9783443
p123993,0.87802696
p225606,0.8022745
p007100,0.93883467
p148336,0.9717969
p128282,0.6165032
p048176,0.977164
p212099,0.9613488
p059455,0.98010033
p138077,0.9688973
p130542,0.94689125
p080397,0.8722386
p104618,0.9506821
p057700,0.9762414
p085767,0.9960146
p202279,0.94738233
p026024,0.51326126
p184037,0.9979961
p214918,0.98225087
p145354,0.52260745
p180456,0.9731837
p146593,0.77805346
p003454,0.8824661
p016308,0.9362388
p005543,0.7779713
p020872,0.50800395
p222867,0.26537994
p126690,0.9707422
p210023,0.9808673
p221203,0.9692852
p046986,0.97472805
p097244,0.9409406
p128966,0.8078402
p230300,0.97352433
p240067,0.99002117
p246312,0.8659083
p129340,0.94803005
p110581,0.73302364
p207067,0.90066063
p256091,0.34284237
p031786,0.9943668
p014445,0.9089186
p184463,0.9916032
p098163,0.5140901
p155321,0.980536
p176628,0.95931727
p146670,0.9745179
p154276,0.8908751
p058062,0.9546071
p100579,0.9596023
p241233,0.963096
p108679,0.8324344
p120596,0.91964024
p050551,0.769493
p143653,0.9482628
p149112,0.9909127
p249885,0.96251476
p166325,0.9535955
p011589,0.8873047
p057166,0.26507935
p174622,0.981979
p171396,0.9923361
p135330,0.81777877
p101674,0.6796394
p098340,0.56076944
p079166,0.9934248
p098618,0.9719567
p250759,0.969416
p067325,0.9942675
p153776,0.8688907
p212324,0.95948386
p244511,0.9617732
p201517,0.9172733
p056275,0.23701732
p221791,0.944722
p003938,0.9471714
p078660,0.1846944
p162979,0.9173657
p043869,0.8471937
p172864,0.905084
p132792,0.99483734
p234441,0.75718766
p237616,0.98009914
p184098,0.99026126
p000351,0.9250804
p203297,0.88230765
p148605,0.3308858
p252258,0.9096593
p164274,0.19934519
p097445,0.9048372
p083580,0.83438236
p028841,0.9942088
p152370,0.9869292
p136734,0.9697627
p160445,0.98078156
p043573,0.9633322
p227998,0.99883515
p260058,0.99869055
p211486,0.7704228
p243216,0.7326783
p165766,0.9755519
p109423,0.8057114
p029645,0.5043567
p210650,0.98650396
p226780,0.9279941
p170244,0.9570111
p064134,0.9913696
p034274,0.059349295
p138041,0.3433239
p237681,0.8477152
p181849,0.9732718
p020012,0.98743165
p142112,0.9334609
p221312,0.9855239
p192876,0.8662368
p209284,0.97153455
p110914,0.9762097
p091495,0.9058789
p130425,0.9707704
p224823,0.51862913
p092106,0.39223656
p220972,0.71278036
